,idnumber,user,date,time,body,inreply,title,path,topic,weight,count
66,51720199,Coffe_K4n0n,2015-01-03,11:37,"  Citat:    Ursprungligen postat av Stutz  Utbildning av medborgaren är en statlig investering och den förväntas att återbetalas genom att individen arbetar inom landet. Oavsett vilken utbildning man fått så har den kostat staten pengar. Att då välja att arbeta för främmande stat och istället gynna den sågs inte som en möjlighet.     Ja fast då ska ju utbildningen vara valbar och inte påtvingad.   Hade det stipulerats att man te.x förbinder sig att stanna kvar i landet i 20-30 år och arbetar där om man ska få tillgång till gymnasie- och universitetsutbildning så hade det varit en annan femma.   Problemet med kommunisterna är att de införde dylika reseförbud för människor som hade utbildat sig långt innan några dylika krav ens var påtänkta.   Att först ge något som en ""gåva"" och sen kräva betalt för det är inte rimligt i något statsskick.    ",Stutz,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
67,51721097,G.Zamani,2015-01-03,13:21,     Vill dagens socialister förbjuda emigration?    ,none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
68,51744086,Le Grand Maître,2015-01-04,23:25,"  Citat:    Ursprungligen postat av Coffe_K4n0n  Ja fast då ska ju utbildningen vara valbar och inte påtvingad.   Hade det stipulerats att man te.x förbinder sig att stanna kvar i landet i 20-30 år och arbetar där om man ska få tillgång till gymnasie- och universitetsutbildning så hade det varit en annan femma.   Problemet med kommunisterna är att de införde dylika reseförbud för människor som hade utbildat sig långt innan några dylika krav ens var påtänkta.   Att först ge något som en ""gåva"" och sen kräva betalt för det är inte rimligt i något statsskick.     Men vi ska heller inte glömma de amerikanska sanktionerna och dess betydelse för just detta. Pga sanktionerna blev det nästan omöjligt att behålla de högutbildade, och de sökte sig en masse till västländerna - USA och Västtyskland framför allt.   Och vi ska inte heller glömma att ganska många faktiskt sökte sig till Sovjetunionen - dvs före utreseförbudens tid. Sovjetunionen introducerade inte utreseförbud fö att de tyckte att det var roligt, det blev ju en enorm prestigeförlust för dem. De ville ju visa hur bra kommunismen var.   Men USA gjorde det omöjligt för dem.   Det fanns fortfarande människor i väst som ville bo i Sovjetunionen även efter, och tillomed militärer etc ""hoppade av"" till öst med sina flygplan etc - på samma sätt som de i öst flydde till väst med sina militärapparater.   Så USA har ett delansvar när det gäller utreseförbuden. Naturligtvis fanns det inget som tvingade kommunisterna att bete sig som de jorde, s huvudansvaret är ändå deras. Men utan amerikanska sanktioner och aggressiv politik mot öst hade allt förmodligen sett lite annorlunda ut.    ",Coffe_K4n0n,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
69,51748626,SugaredThoughts,2015-01-05,10:54,"     I kommunistiska diktaturer sade man väl bara till folket att det var osolidariskt att försöka emigrera, och att de som ändå försökte var förrädare, köpta agenter och folk som fallit för Kapitalistiska lögner, men att Folkets Demokratiska Statspolis gjort ett gott jobb att spåra upp dem. Sen en TV rättegång och beskedet att de mutor förbrytare tagit emot nu ska fördelas bland folket.   Typ.    ",none,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
70,51763617,Le Grand Maître,2015-01-06,09:46,"  Citat:    Ursprungligen postat av G.Zamani  Vill dagens socialister förbjuda emigration?     Varför skulle de vilja förbjuda emigration?  Som jag visade för dig tidigare var de socialistiska länderna inte motståndare till migration överhuvudtaget - utreseförbuden infördes som en konsekvens av bla amerikanska sanktioner.  Det tidiga Sovjetunionen såg en ideologisk immigration, alltså tvärtom vd du misstänker. De var förvissa om att det socialistiska systemet var så lockade att folk från hela världen skulle vallfärda dit. Och de fick rätt i det - långt fler än vad du tror sökte sig till Sovjetunionen.   Det du gör är att du blandar ihop dels socialism, och dels Sovjetunionen, med den diktatur som amerikansk aggression tvingade fram.   Dvs de hade inte så många andra alternativ än att stänga gränserna. det enda alternativet hade varit att stilla sitta och titta på när landet förblödde.   Om man ställer någon inför valet att antingen gör du som vi vill - eller så får du gå under, då blir det inte så enkelt som du tycks tro.   det är inget f""försvar"" och som jag skrev innan ursäktar det inte på något sätt något - men det innebär också att man inte kan ignorera USAs delansvar.  Och som jag förklarade är det ansvaret extremt tydligt när det komemr till Kuba. Där ser vi hur USAs agerande direkt tvingade Castro att söka sig till Sovjetunionen och dess variant av ""kommunism"". Om USA bara hade accepterat den kubanska revolutionen så hade det sett helt annorlunda ut. Du vet själv hur ila USA betedde sig mot Kuba. Bara för att de dristade sig till det så - från amerikansk kapitalistisk synvinkel - oerhörda brottet att förstatliga kubanska företag.  ""Märkligt nog"" brydde USA sig inte om den tidigare kubanska diktaturen, det gangstervälde och rovkapitalism som präglade det pre-revolutionära Kuba.   Samma hyckleri har USA gjort sig skyldiga till genom hela sin kontinentala utrikespolitik. Tillomed långt in i modern tid med Venezuela och Hugo Chavez.    ",G.Zamani,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
71,51763640,G.Zamani,2015-01-06,09:49,"  Citat:    Ursprungligen postat av Le Grand Maître  Varför skulle de vilja förbjuda emigration?  Som jag visade för dig tidigare var de socialistiska länderna inte motståndare till migration överhuvudtaget - utreseförbuden infördes som en konsekvens av bla amerikanska sanktioner.  Det tidiga Sovjetunionen såg en ideologisk immigration, alltså tvärtom vd du misstänker. De var förvissa om att det socialistiska systemet var så lockade att folk från hela världen skulle vallfärda dit. Och de fick rätt i det - långt fler än vad du tror sökte sig till Sovjetunionen.   Det du gör är att du blandar ihop dels socialism, och dels Sovjetunionen, med den diktatur som amerikansk aggression tvingade fram.   Dvs de hade inte så många andra alternativ än att stänga gränserna. det enda alternativet hade varit att stilla sitta och titta på när landet förblödde.   Om man ställer någon inför valet att antingen gör du som vi vill - eller så får du gå under, då blir det inte så enkelt som du tycks tro.   det är inget f""försvar"" och som jag skrev innan ursäktar det inte på något sätt något - men det innebär också att man inte kan ignorera USAs delansvar.  Och som jag förklarade är det ansvaret extremt tydligt när det komemr till Kuba. Där ser vi hur USAs agerande direkt tvingade Castro att söka sig till Sovjetunionen och dess variant av ""kommunism"". Om USA bara hade accepterat den kubanska revolutionen så hade det sett helt annorlunda ut. Du vet själv hur ila USA betedde sig mot Kuba. Bara för att de dristade sig till det så - från amerikansk kapitalistisk synvinkel - oerhörda brottet att förstatliga kubanska företag.  ""Märkligt nog"" brydde USA sig inte om den tidigare kubanska diktaturen, det gangstervälde och rovkapitalism som präglade det pre-revolutionära Kuba.   Samma hyckleri har USA gjort sig skyldiga till genom hela sin kontinentala utrikespolitik. Tillomed långt in i modern tid med Venezuela och Hugo Chavez.     Hur ska planekonomin fungera om ena dagen det finns ett underskott och nästa dag finns det överskott?    ",Le Grand Maître,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
72,51765117,Le Grand Maître,2015-01-06,12:36,"  Citat:    Ursprungligen postat av G.Zamani  Hur ska planekonomin fungera om ena dagen det finns ett underskott och nästa dag finns det överskott?     vad har det med saken att göra?  Dessutom, planekonomi är även något Sverige med stor framgång ägnat sig åt.  Man måste ta hänsyn till många omständigheter för att korrekt kunna bedöma tex Sovjetunionens historia.  Tyvärr är ideologiskt övertygade teoretiker allt för förtjusta i de tjusiga och enkla lösningarna, förklaringarna.  Men allt för ycket spelar in för att det ska kunna lyckas.  Du menar kanske att Sovjetunionen minsann var ""onda"" och att det var därför det gick som det gick.   På samma sätt som du säkert menar att nazisterna var onda och det var därför de gasade massa judar, etc.  Historien är allt för invecklad och komplex för att så enkelt förklara bort något.  Och det är dessutom högst riskabelt att så kortsiktigt bortförklara något. För då kan man aldrig lära sig.  Även i de fall då vi menar oss stå på den rätta sidan, så finns det alltid möjlighet att ägna sig åt lite självkritik.    ",G.Zamani,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
73,51765229,G.Zamani,2015-01-06,12:46,"  Citat:    Ursprungligen postat av Le Grand Maître  vad har det med saken att göra?  Dessutom, planekonomi är även något Sverige med stor framgång ägnat sig åt.  Man måste ta hänsyn till många omständigheter för att korrekt kunna bedöma tex Sovjetunionens historia.  Tyvärr är ideologiskt övertygade teoretiker allt för förtjusta i de tjusiga och enkla lösningarna, förklaringarna.  Men allt för ycket spelar in för att det ska kunna lyckas.  Du menar kanske att Sovjetunionen minsann var ""onda"" och att det var därför det gick som det gick.   På samma sätt som du säkert menar att nazisterna var onda och det var därför de gasade massa judar, etc.  Historien är allt för invecklad och komplex för att så enkelt förklara bort något.  Och det är dessutom högst riskabelt att så kortsiktigt bortförklara något. För då kan man aldrig lära sig.  Även i de fall då vi menar oss stå på den rätta sidan, så finns det alltid möjlighet att ägna sig åt lite självkritik.     Jo men kommunisterna säger alltid att kommunismen fungerar osv. Samtidigt säger dessa att dessa länder som är kända enligt allmänheten att vara kommunistiska, var inte kommunistiska. Kommunister pekar istället då på en liten sleten by som knappt har elektrisitet eller vatten, som kommunistiskt. Bara för att byn inte styrs av något parlament eller liknande.    Länder som har kommunism eller haft kommunism har varit väldigt lika. De alla har haft diktatur, planekonomi med mera. Det var inte tillåtet att resa utomlands och så vidare.   Men kommunistern idag säger att dem ha demokrati för alla. De vill inte ha någon planerad ekonomi. Alla ska vara med och bestämma. Invandring och utvandring ska tillåtas. Yttrande frihet ska tillåtas och organisationsfrihet ska vara lag.   Detta är något som de säger. De tillämpar dock inte det. Men om de verkligen står för dessa åsikter så kommer kommunismen aldrig införas. För att kommunismen ska överleva så måste allt annat förbjudas. Annars går det åt helvete.    ",Le Grand Maître,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
74,51766989,Le Grand Maître,2015-01-06,15:16,"  Citat:    Ursprungligen postat av G.Zamani  Jo men kommunisterna säger alltid att kommunismen fungerar osv. Samtidigt säger dessa att dessa länder som är kända enligt allmänheten att vara kommunistiska, var inte kommunistiska. Kommunister pekar istället då på en liten sleten by som knappt har elektrisitet eller vatten, som kommunistiskt. Bara för att byn inte styrs av något parlament eller liknande.    Länder som har kommunism eller haft kommunism har varit väldigt lika. De alla har haft diktatur, planekonomi med mera. Det var inte tillåtet att resa utomlands och så vidare.   Men kommunistern idag säger att dem ha demokrati för alla. De vill inte ha någon planerad ekonomi. Alla ska vara med och bestämma. Invandring och utvandring ska tillåtas. Yttrande frihet ska tillåtas och organisationsfrihet ska vara lag.   Detta är något som de säger. De tillämpar dock inte det. Men om de verkligen står för dessa åsikter så kommer kommunismen aldrig införas. För att kommunismen ska överleva så måste allt annat förbjudas. Annars går det åt helvete.     Jo exakt, få länder har varit så förtjusta i att bli kallade demokratiska som öst-diktaturerna.  Man frågar sig naturligtvis varför de känner ett behov av att skylta med något som, om det vore sant, ändå visat sig uppenbart ...   Någon form av psykologiskt självförsvar måhända ...   Samtidigt har väl få, om något, land med kommunistiska drivkrafter seriöst påstått sig ha uppnått den hägrade kommunismen.   Men, som jag skrivit - glöm inte det extrema motståndet mot just ""folkstyre"" och konsekvent demokrati. Glöm inte hur konsekvent kapitalismens maktmän motarbetar och motarbetat det.  Vi ser det tillomed i Sverige. Fråga dig tex varför staten alltid griper in med övermakt vid kommunistiska och anarkistiska demonstrationer. Trots att det rör sig om ett extremt fåtal.  När reagerar staten lika kraftigt annars? Vi ser upplopp och liknande, men polisen - trots all den träning de borde ha fått från alla vänsterdemonstrationer - bara tittar på.  Varför är staten så rädd för just denna politiska fraktion?   Titta tex på dokumentärerna från Seattle, eller Göteborg etc (du kan ha ljudet avstängt om du vill) och fråga dig varför polisen bara använder sig av den taktiken när det kommer till ""vänsterdemonstrationer"" och aldrig när det handlar om riktiga upplopp.   NAturligtvis utsattes den spirande kommunismen i Sovjetunionen för samma aggressioner.  Jämlikhet och demokrati skrämer naturligtvis etablissemanget, dvs den finansiella eliten, mer än något annat.   Därmed kan du inte så som du gör diskvalificera tex kommunistiska teorier etc, för du har få exempel att bedöma neutralt från.   Jag har tidigare i en annan tråd lyft fram exempel med Dharavi, ett exempel som visar just hur effektiva lösningar mänskligheten själv implementerar om de inte utsätts för påtryckningar ovanifrån. Dvs när mänskligheten som grupp får lösa uppgifter väljer de alltid den allra effektivaste lösningen - alltid bättre än expertens. Det har inget med någon ideologi att göra, det är naturlig konsekvens av människans grupptillhörighet.  Det skeva vi ser idag, det etablerades i samband med feodalismen. Och sedan dess har ed som vann på det samhällssystemet gjort allt för att försäkra sig om att de skulle ha kvar det.  Matematiskt sett är det de som hindrar vår utveckling, eftersom de företräder ""expertisens ovanfrånlösningar"", och som jag skrivit är deras bidrag alltid mindre effektiva än massans gemensamma slutresultat.    ",G.Zamani,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
75,51767069,G.Zamani,2015-01-06,15:23,"  Citat:    Ursprungligen postat av Le Grand Maître  Jo exakt, få länder har varit så förtjusta i att bli kallade demokratiska som öst-diktaturerna.  Man frågar sig naturligtvis varför de känner ett behov av att skylta med något som, om det vore sant, ändå visat sig uppenbart ...   Någon form av psykologiskt självförsvar måhända ...   Samtidigt har väl få, om något, land med kommunistiska drivkrafter seriöst påstått sig ha uppnått den hägrade kommunismen.   Men, som jag skrivit - glöm inte det extrema motståndet mot just ""folkstyre"" och konsekvent demokrati. Glöm inte hur konsekvent kapitalismens maktmän motarbetar och motarbetat det.  Vi ser det tillomed i Sverige. Fråga dig tex varför staten alltid griper in med övermakt vid kommunistiska och anarkistiska demonstrationer. Trots att det rör sig om ett extremt fåtal.  När reagerar staten lika kraftigt annars? Vi ser upplopp och liknande, men polisen - trots all den träning de borde ha fått från alla vänsterdemonstrationer - bara tittar på.  Varför är staten så rädd för just denna politiska fraktion?   Titta tex på dokumentärerna från Seattle, eller Göteborg etc (du kan ha ljudet avstängt om du vill) och fråga dig varför polisen bara använder sig av den taktiken när det kommer till ""vänsterdemonstrationer"" och aldrig när det handlar om riktiga upplopp.   NAturligtvis utsattes den spirande kommunismen i Sovjetunionen för samma aggressioner.  Jämlikhet och demokrati skrämer naturligtvis etablissemanget, dvs den finansiella eliten, mer än något annat.   Därmed kan du inte så som du gör diskvalificera tex kommunistiska teorier etc, för du har få exempel att bedöma neutralt från.   Jag har tidigare i en annan tråd lyft fram exempel med Dharavi, ett exempel som visar just hur effektiva lösningar mänskligheten själv implementerar om de inte utsätts för påtryckningar ovanifrån. Dvs när mänskligheten som grupp får lösa uppgifter väljer de alltid den allra effektivaste lösningen - alltid bättre än expertens. Det har inget med någon ideologi att göra, det är naturlig konsekvens av människans grupptillhörighet.  Det skeva vi ser idag, det etablerades i samband med feodalismen. Och sedan dess har ed som vann på det samhällssystemet gjort allt för att försäkra sig om att de skulle ha kvar det.  Matematiskt sett är det de som hindrar vår utveckling, eftersom de företräder ""expertisens ovanfrånlösningar"", och som jag skrivit är deras bidrag alltid mindre effektiva än massans gemensamma slutresultat.     Jag tror att staten och polis är rädda för vänstern. Vänstern besitter väldigt stor makt i Sverige. Det enda de inte besitter makten om är pengar. Mycket märkligt dock.    Jag tror att om kommunsimen ska fungera så måste den vara hård som fan och inte flummig som idag. Ta t.ex Ryska kommunister.    ",Le Grand Maître,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
76,51767405,Le Grand Maître,2015-01-06,15:50,"  Citat:    Ursprungligen postat av G.Zamani  Jag tror att staten och polis är rädda för vänstern. Vänstern besitter väldigt stor makt i Sverige. Det enda de inte besitter makten om är pengar. Mycket märkligt dock.    Jag tror att om kommunsimen ska fungera så måste den vara hård som fan och inte flummig som idag. Ta t.ex Ryska kommunister.     Polisen gör inget utan order.  Dvs det är inte deras egna idéer att mounta upp inför demonstrationer och spöa oskyldiga.  I Sverige gjorde polisen emellertid myteri i samband med Göteborgskravallerna. De ville inte bete sig som de svin polisledningen beordrade dem till.   I Sverige, i USA, i Storbritannien, i Frankrike etc etc - i Sydkorea. Ja, Polisen (och polisen är statens verktyg, de agerar inte fritt, glöm inte det) handlar rent militärt mot just vänsterdemonstrationer. Men sällan mot något annat som kan påminna om folkligt missnöje.  Du kan även se hur polis beordras att tex trackassera ""vanligt folk"" i syfte att gynna ekonomiska intressen. Ett bra exmpel är Donald Trump i Skottland (dokun Youve got Trumped, eller nåt ...) där polisen engagerades för att just trakassera de vanliga invånarna som bara råkade bo i närheten av Trumps anläggning. Liknande skedde när Atlantkabel skulle dras i land - polisen trakasserade den lokala befolkningen. Det är emellertid en liten skillnad mellan privata ekonomiska intressen som Trump, och samhällsviktiga projekt. Men att privata överklass-typer som Donald Trump ens kan påverka statens våldsmonopol, det är inte riktigt i fas med den demokratiska principen.  Dvs polisen är maktens instrument, inte mer och inte mindre.  Frihet ska hållas kort, som du skriver. Men ryssarna strävade inte efter nån frihet. Det var strikt anpassning som avkrävdes.    ",G.Zamani,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
77,51767569,G.Zamani,2015-01-06,16:01,"  Citat:    Ursprungligen postat av Le Grand Maître  Polisen gör inget utan order.  Dvs det är inte deras egna idéer att mounta upp inför demonstrationer och spöa oskyldiga.  I Sverige gjorde polisen emellertid myteri i samband med Göteborgskravallerna. De ville inte bete sig som de svin polisledningen beordrade dem till.   I Sverige, i USA, i Storbritannien, i Frankrike etc etc - i Sydkorea. Ja, Polisen (och polisen är statens verktyg, de agerar inte fritt, glöm inte det) handlar rent militärt mot just vänsterdemonstrationer. Men sällan mot något annat som kan påminna om folkligt missnöje.  Du kan även se hur polis beordras att tex trackassera ""vanligt folk"" i syfte att gynna ekonomiska intressen. Ett bra exmpel är Donald Trump i Skottland (dokun Youve got Trumped, eller nåt ...) där polisen engagerades för att just trakassera de vanliga invånarna som bara råkade bo i närheten av Trumps anläggning. Liknande skedde när Atlantkabel skulle dras i land - polisen trakasserade den lokala befolkningen. Det är emellertid en liten skillnad mellan privata ekonomiska intressen som Trump, och samhällsviktiga projekt. Men att privata överklass-typer som Donald Trump ens kan påverka statens våldsmonopol, det är inte riktigt i fas med den demokratiska principen.  Dvs polisen är maktens instrument, inte mer och inte mindre.  Frihet ska hållas kort, som du skriver. Men ryssarna strävade inte efter nån frihet. Det var strikt anpassning som avkrävdes.     Ja, Polisen går efter kommando. Det tror jag t.o.m dem själva säger. Annars vore det ju tjänstefel att göra som de vill.   Men jag stödjer Svensk polis. Utländs polis bryr jag mig inte om. Men Svensk polis är det bästa som har hänt Sverige. Det blir så säkrare på gatorna och man kan få beskydd från vänstern.    ",Le Grand Maître,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
78,51768103,Coffe_K4n0n,2015-01-06,16:43,"  Citat:    Ursprungligen postat av Le Grand Maître  Men vi ska heller inte glömma de amerikanska sanktionerna och dess betydelse för just detta. Pga sanktionerna blev det nästan omöjligt att behålla de högutbildade, och de sökte sig en masse till västländerna - USA och Västtyskland framför allt.   Och vi ska inte heller glömma att ganska många faktiskt sökte sig till Sovjetunionen - dvs före utreseförbudens tid. Sovjetunionen introducerade inte utreseförbud fö att de tyckte att det var roligt, det blev ju en enorm prestigeförlust för dem. De ville ju visa hur bra kommunismen var.   Men USA gjorde det omöjligt för dem.   Det fanns fortfarande människor i väst som ville bo i Sovjetunionen även efter, och tillomed militärer etc ""hoppade av"" till öst med sina flygplan etc - på samma sätt som de i öst flydde till väst med sina militärapparater.   Så USA har ett delansvar när det gäller utreseförbuden. Naturligtvis fanns det inget som tvingade kommunisterna att bete sig som de jorde, s huvudansvaret är ändå deras. Men utan amerikanska sanktioner och aggressiv politik mot öst hade allt förmodligen sett lite annorlunda ut.     Du hävdar alltså på fullaste allvar att sovjets övergrepp på individers frihet är USA's fel och att man ska ha ""förståelse"" för en förtryckande regim? Är du dum i huvudet?  ",Le Grand Maître,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
79,51783703,Le Grand Maître,2015-01-07,17:32,"  Citat:    Ursprungligen postat av Coffe_K4n0n  Du hävdar alltså på fullaste allvar att sovjets övergrepp på individers frihet är USA's fel och att man ska ha ""förståelse"" för en förtryckande regim? Är du dum i huvudet?      Läste du vad jag skrev?  Om du inte läste vad jag skrev, varför gnäller du då?  Visst, jag vet hur vanligt det är bland ""SD-svansen"" etc att bara läsa något inledande och därefter tro att de minsann förstått allt.   Sådant som ""förståelse"" och läsförmåga tillhör inte högerns precis.  Jag skrev att USA var delansvarig, och jag skrev att Sovjets inrikesterror inte blev ursäktad på något sätt pga det.  Men jag skrev även att om man vill förstå sig på kommunistdiktaturerna och deras utreseförbud, så månte man även våga se det man inte vill - tex att de amerikanska sanktionerna etc inte gav Sovjet något egentligt val. Det var antingen eller, antingen fick de ge upp, eller vässa klorna. De valde som bekant det senare.   Ett annat av ""högerns"" problem är att de alltid tror att objektiv analys måste vara samma sak som sympati. Jag skulle nog vilja säga tvärtom - för ni som vägrar se en verklighet, ni kan inte lära er något av det, och därför riskerar ni att göra samma fel själv.  Att förstå är inte mer än just det - förstå. Vad i det förstår du inte?    ",Coffe_K4n0n,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
80,51783852,Le Grand Maître,2015-01-07,17:41,"  Citat:    Ursprungligen postat av G.Zamani  Ja, Polisen går efter kommando. Det tror jag t.o.m dem själva säger. Annars vore det ju tjänstefel att göra som de vill.   Men jag stödjer Svensk polis. Utländs polis bryr jag mig inte om. Men Svensk polis är det bästa som har hänt Sverige. Det blir så säkrare på gatorna och man kan få beskydd från vänstern.     Det kanske du gör, men svensk polis stödjer då sannerligen inte dig.  Som sagt, svenskt polis fööljer order, och om du råkar stå mellan tex den finansiella elitens intressen och dess intressen - då komemr svensk polis inte ta ditt parti. de kommer, som du själv säger, bara att följa order.   Polisens uppgift är faktiskt inte att hjälpa dig eller gamla gummor över gatan. Dess uppgift är, och har alltid varit, att bevaka statens intressen. För att motivera sittt värde för folket påtalas indirekta funktioner såsom brottsbekämpning etc, och folket tror ju på denna propaganda. De flesta poliser själv tror på den. Men det är inte polisens egentliga uppgift.  Och det visar sig med största tydlighet i hur polisen används mot just vänstern.   Polisen skyddar inte folket, som du tror, utan polisen skyddar makten. Allt annat är indirekta sidouppgifter.    ",G.Zamani,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
81,51786227,G.Zamani,2015-01-07,19:49,"  Citat:    Ursprungligen postat av Le Grand Maître  Det kanske du gör, men svensk polis stödjer då sannerligen inte dig.     Klart de inte gör. Jag är inte något diktator.     Citat:        Som sagt, svenskt polis fööljer order, och om du råkar stå mellan tex den finansiella elitens intressen och dess intressen - då komemr svensk polis inte ta ditt parti. de kommer, som du själv säger, bara att följa order.         Åhh, nej. Säg inte att du är foliehatt-vänstermupp. Polisen skyddar ALLA. Exakt ALLA. Bevisa annars. Polisen skyddar även när extremhögern demonsterar då extremvänstern vill slå ihjäl extremhögern. Finansiella elitens krav är då att försvara extremhögern?  Du menar att Finansiella eliten är vänner med SvP?      Citat:          Polisens uppgift är faktiskt inte att hjälpa dig eller gamla gummor över gatan. Dess uppgift är, och har alltid varit, att bevaka statens intressen. För att motivera sittt värde för folket påtalas indirekta funktioner såsom brottsbekämpning etc, och folket tror ju på denna propaganda. De flesta poliser själv tror på den. Men det är inte polisens egentliga uppgift.  Och det visar sig med största tydlighet i hur polisen används mot just vänstern.   Polisen skyddar inte folket, som du tror, utan polisen skyddar makten. Allt annat är indirekta sidouppgifter.         Jag trodde verkligen först att du var en kunnig person och duktig debattör. Men du verkar vara riktigt vänster och motståndare till polis. Jag har alltid sagt att mer vänster => mer idiot.    Jag BRYR mig inte vem som styr polisen. Så länge polisen sätter ner foten för idioter så är jag nöjd som en full Dansk.   P.S Du glömmer en sak!  Citat:        För att motivera sittt värde för folket påtalas indirekta funktioner såsom brottsbekämpning etc, och folket tror ju på denna propaganda. De flesta poliser själv tror på den.         Om Polisen går på sin egen propaganda att de ska tjäna folket. Borde inte dem då tjäna folket då, dock lurad? Din logik avslöjade sig där HAHA  ",Le Grand Maître,Varför förbjöd kommunistiska länder sin befolkning från att emigrera?,"Alla forum/Politik/Anarkism, aktivism och  socialism",disk/FB2/,1.0,
