publicid,eventtype,origintime,modificationtime,longitude, latitude, magnitude, depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2018p359776,,2018-05-14T02:49:10.895Z,2018-05-14T02:50:54.339Z,174.2392686,-41.63684006,2.380993802,17.65625,M,,NonLinLoc,,automatic,nz3drx,24,24,13,0.1156661755,105.1547333,0.68581692,0
2018p359761,,2018-05-14T02:41:02.752Z,2018-05-14T02:42:59.146Z,176.8932095,-39.70516405,1.601189915,33.59375,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.0923271558,114.1616917,0.5523767918,0
2018p359701,,2018-05-14T02:08:45.356Z,2018-05-14T02:10:42.570Z,176.3286325,-40.3423076,1.442625942,20.234375,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.1293475678,65.53549707,0.2917555824,0
2018p359657,,2018-05-14T01:45:42.233Z,2018-05-14T01:48:30.640Z,176.6350748,-38.08908269,2.739964148,122.1875,M,,NonLinLoc,,automatic,nz3drx,76,76,37,0.2093427339,136.6768363,1.830761259,0
2018p359630,,2018-05-14T01:30:58.295Z,2018-05-14T01:36:19.255Z,174.5717774,-41.12618449,3.230716918,49.53125,M,,NonLinLoc,,automatic,nz3drx,75,75,47,0.2153073217,66.75319171,0.8763629508,0
2018p359502,,2018-05-14T00:23:23.829Z,2018-05-14T00:25:55.840Z,173.1047452,-41.29468821,2.001532542,85.625,M,,NonLinLoc,,automatic,nz3drx,12,12,4,0.219852351,79.5686108,0.5509958317,0
2018p359423,,2018-05-13T23:40:46.402Z,2018-05-13T23:42:41.258Z,175.8601694,-40.63502261,1.277220993,26.796875,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.1170611112,75.28572836,0.6011505923,0
2018p359348,,2018-05-13T23:00:49.867Z,2018-05-13T23:03:18.312Z,176.3770377,-38.29779174,2.534702677,115.625,M,,NonLinLoc,,automatic,nz3drx,57,57,26,0.3503522415,96.44269692,1.278886149,0
2018p359261,,2018-05-13T22:14:36.067Z,2018-05-13T22:16:50.396Z,172.2125474,-42.84796152,2.419010534,9.6875,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.07725101181,68.01561561,0.5329106785,0
2018p359212,,2018-05-13T21:48:37.205Z,2018-05-13T21:50:58.196Z,170.8195027,-43.28645735,2.379908505,5.234375,M,,NonLinLoc,,automatic,nz3drx,13,13,7,0.2204441142,77.37485174,0.8147497942,0
2018p359150,,2018-05-13T21:15:20.792Z,2018-05-13T21:23:30.555Z,176.4342128,-39.25794252,2.403477594,70.15625,M,,NonLinLoc,,automatic,nz3drx,69,69,35,0.1025684942,63.85026185,0.8716220266,0
2018p359064,,2018-05-13T20:29:41.679Z,2018-05-13T20:31:33.838Z,178.4213739,-38.73048269,1.996238991,34.0625,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.2889584125,242.715339,0.7027436906,0
2018p358959,,2018-05-13T19:34:02.827Z,2018-05-13T19:36:14.568Z,173.2009218,-41.15732907,2.154845043,151.25,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.1472237179,114.0070758,1.248574096,0
2018p358886,,2018-05-13T18:54:48.508Z,2018-05-13T18:55:39.112Z,175.6241964,-39.3274965,-0.2699063289,7.578125,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.0203301307,81.89726054,0.2312684558,0
2018p358864,,2018-05-13T18:43:19.950Z,2018-05-13T18:45:17.961Z,177.7231967,-38.60914556,1.958568963,45.3125,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.2612830131,150.1912348,0.4211995553,0
2018p358850,,2018-05-13T18:35:42.096Z,2018-05-13T18:37:29.968Z,167.9158047,-45.08972926,2.715468527,85.625,M,,NonLinLoc,,automatic,nz3drx,10,10,1,0.320898611,182.5741746,0.8251266928,0
2018p358716,,2018-05-13T17:23:57.591Z,2018-05-13T17:25:55.463Z,174.4810981,-40.09760554,2.099253587,30.3125,M,,NonLinLoc,,automatic,nz3drx,13,13,4,0.8258337632,179.9609419,0.9807559021,0
2018p358699,,2018-05-13T17:15:00.916Z,2018-05-13T17:16:09.932Z,173.4092894,-41.23359497,1.416101114,80.9375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.02710217033,141.2194727,0.6125910015,0
2018p358657,,2018-05-13T16:52:39.068Z,2018-05-13T16:54:09.347Z,177.740973,-39.111103,1.930830572,16.71875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.09998680252,181.7758528,0.1306751023,0
2018p358505,,2018-05-13T15:31:40.651Z,2018-05-13T15:33:42.605Z,170.4006399,-45.02346265,2.441957803,5.46875,M,,NonLinLoc,,automatic,nz3drx,15,15,4,0.1747350864,111.1660109,1.202559369,0
2018p358492,,2018-05-13T15:25:49.498Z,2018-05-13T15:27:32.391Z,176.8889624,-39.74502881,2.051277247,37.34375,M,,NonLinLoc,,automatic,nz3drx,32,32,15,0.05229599951,126.4129709,0.5555506843,0
2018p358354,,2018-05-13T14:11:45.907Z,2018-05-13T14:13:49.075Z,176.7117334,-39.88466165,1.53870737,26.5625,M,,NonLinLoc,,automatic,nz3drx,13,13,6,0.157294429,87.94934517,0.6042542654,0
2018p358353,,2018-05-13T14:10:52.569Z,2018-05-13T14:13:33.033Z,170.7853048,-43.41998977,2.574020545,6.40625,M,,NonLinLoc,,automatic,nz3drx,22,22,6,0.3467745983,65.45957651,0.8111855917,0
2018p358345,,2018-05-13T14:06:29.941Z,2018-05-13T14:08:28.749Z,177.0165765,-37.63595057,2.226117624,10.15625,M,,NonLinLoc,,automatic,nz3drx,25,25,19,0.1776351511,118.4213483,0.8936893373,0
2018p358308,,2018-05-13T13:46:56.668Z,2018-05-13T13:49:03.861Z,177.0094289,-37.67655553,2.075134864,5.234375,M,,NonLinLoc,,automatic,nz3drx,19,19,7,0.1824691137,136.7532107,0.8809170454,0
2018p358259,,2018-05-13T13:20:43.252Z,2018-05-13T14:15:48.672Z,176.2541303,-38.1268931,1.68271053,7.2265625,M,,NonLinLoc,,automatic,nz3drx,16,16,9,0.06979352661,53.7463316,0.2808374007,0
2018p358119,,2018-05-13T12:05:51.690Z,2018-05-13T12:14:52.592Z,174.4951526,-40.80697593,2.07957307,25.15625,M,,NonLinLoc,,automatic,nz3drx,27,27,12,0.3176369888,110.1007762,0.5630190895,0
2018p358102,,2018-05-13T11:56:54.451Z,2018-05-13T11:59:45.046Z,172.1205241,-43.59927204,2.318830823,9.921875,M,,NonLinLoc,,automatic,nz3drx,24,24,6,0.1287304477,59.30390153,0.9605976602,0
2018p358100,,2018-05-13T11:55:53.492Z,2018-05-13T11:57:53.028Z,177.0394977,-39.28134956,1.646503653,30.3125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.03758327843,150.441466,0.3592026639,0
2018p358055,,2018-05-13T11:31:50.079Z,2018-05-13T11:33:54.650Z,171.9469703,-43.12253457,2.177539035,10.15625,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.2146396283,89.69398755,0.2914536758,0
2018p358004,earthquake,2018-05-13T11:04:49.530Z,2018-05-18T02:37:59.252Z,173.5536346,-42.35747147,2.749777035,27.73579216,M,,LOCSAT,confirmed,manual,iasp91,43,28,14,0.05947336555,66.96847534,0.6290510576,0
2018p357933,,2018-05-13T10:28:32.665Z,2018-05-13T10:31:45.416Z,173.0628289,-41.10316307,2.577030511,77.1875,M,,NonLinLoc,,automatic,nz3drx,37,37,15,0.1036394127,86.62597385,1.415735642,0
2018p357929,,2018-05-13T10:24:52.322Z,2018-05-13T10:27:14.888Z,175.0336742,-40.61036704,2.310586817,15.078125,M,,NonLinLoc,,automatic,nz3drx,57,57,27,0.2300656881,66.53439611,0.9388409385,0
2018p357900,earthquake,2018-05-13T10:09:17.570Z,2018-05-18T01:55:32.499Z,175.8967438,-38.53841782,2.404514832,122.2563324,M,,LOCSAT,confirmed,manual,iasp91,61,57,34,0.07578910887,35.16477966,0.3997374827,0
2018p357838,earthquake,2018-05-13T09:36:10.168Z,2018-05-13T20:42:26.214Z,174.1588745,-41.68335724,3.134998316,9.393722534,M,,LOCSAT,confirmed,manual,iasp91,32,20,16,0.07743691653,65.472229,0.5375841446,0
2018p357798,,2018-05-13T09:14:54.784Z,2018-05-13T09:16:02.514Z,172.5555092,-40.88610244,2.071558835,8.28125,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.06230909133,128.0550732,0.2496405634,0
2018p357787,,2018-05-13T09:08:59.827Z,2018-05-13T09:11:08.830Z,175.714469,-39.92711309,1.514467762,20.234375,M,,NonLinLoc,,automatic,nz3drx,26,26,7,0.2276118826,80.83671495,0.4431449793,0
2018p357768,,2018-05-13T08:59:00.377Z,2018-05-13T09:00:26.666Z,173.174159,-41.47032554,2.220113101,78.125,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.2951741687,68.45773589,0.7789270135,0
2018p357741,,2018-05-13T08:44:34.758Z,2018-05-13T08:45:55.189Z,174.9314672,-39.1346447,1.850434781,24.921875,M,,NonLinLoc,,automatic,nz3drx,23,23,10,0.1346319208,79.95715065,0.4030305065,0
2018p357718,,2018-05-13T08:32:10.711Z,2018-05-13T08:33:22.980Z,175.757986,-40.9203942,1.659724542,23.515625,M,,NonLinLoc,,automatic,nz3drx,16,16,8,0.1745156668,95.86845907,0.2412843442,0
2018p357709,,2018-05-13T08:27:36.989Z,2018-05-13T08:29:24.521Z,170.8649115,-43.31198732,2.086825111,8.28125,M,,NonLinLoc,,automatic,nz3drx,15,15,5,0.2560370409,67.73560666,0.5689759467,0
2018p357697,,2018-05-13T08:21:42.845Z,2018-05-13T08:23:47.375Z,178.284423,-37.59375605,1.965350899,35.9375,M,,NonLinLoc,,automatic,nz3drx,12,12,6,0.03517838813,132.6167039,0.747592692,0
2018p357690,,2018-05-13T08:17:28.719Z,2018-05-13T08:19:30.832Z,177.3720647,-37.75197506,1.899890356,37.8125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.3138146998,234.4103001,0.9046635545,0
2018p357688,,2018-05-13T08:16:19.541Z,2018-05-13T08:17:44.343Z,175.0736168,-41.08350968,1.502137827,25.859375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.02616549921,44.84863157,0.3115021008,0
2018p357664,,2018-05-13T08:03:51.569Z,2018-05-13T08:04:53.325Z,167.5478146,-45.64685833,2.147611218,5.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.3408373347,74.67883423,0.4631002419,0
2018p357649,earthquake,2018-05-13T07:55:31.919Z,2018-05-18T01:50:24.410Z,167.5263977,-45.63788605,2.309536777,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,27,15,4,0.2594166696,75.46000671,0.7691535827,0
2018p357604,,2018-05-13T07:31:38.098Z,2018-05-13T07:33:40.133Z,176.0625523,-38.97491173,2.061098954,83.75,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.3142856056,215.728173,1.644249673,0
2018p357602,,2018-05-13T07:30:28.277Z,2018-05-13T07:32:39.706Z,178.4084768,-37.77748252,1.853421904,26.5625,M,,NonLinLoc,,automatic,nz3drx,11,11,7,0.04169974379,263.7438586,0.4828216839,0
2018p357560,,2018-05-13T07:08:25.022Z,2018-05-13T07:10:54.951Z,174.1923538,-40.25742216,2.551979714,76.71875,M,,NonLinLoc,,automatic,nz3drx,53,53,21,0.5858627844,100.704146,0.8794256365,0
2018p357537,,2018-05-13T06:55:43.286Z,2018-05-13T06:58:44.858Z,174.1477116,-41.69170719,2.581019625,14.140625,M,,NonLinLoc,,automatic,nz3drx,48,48,20,0.07646194421,71.89151929,1.500375779,0
2018p357485,,2018-05-13T06:28:02.727Z,2018-05-13T06:29:59.079Z,177.437941,-37.79400734,2.087588205,58.4375,M,,NonLinLoc,,automatic,nz3drx,11,11,3,0.2485331177,185.6166403,1.088732825,0
2018p357481,,2018-05-13T06:26:15.478Z,2018-05-13T06:28:08.643Z,175.8773158,-40.34546121,1.551383945,27.734375,M,,NonLinLoc,,automatic,nz3drx,22,22,7,0.09745884862,70.97732115,0.3494973903,0
2018p357460,,2018-05-13T06:15:00.738Z,2018-05-13T06:18:00.553Z,174.450616,-41.52044398,2.699457661,11.328125,M,,NonLinLoc,,automatic,nz3drx,50,50,26,0.3331050053,121.438784,1.521347645,0
2018p357429,,2018-05-13T05:58:31.177Z,2018-05-13T06:00:45.354Z,176.3731774,-39.29692185,1.769795354,5.234375,M,,NonLinLoc,,automatic,nz3drx,14,14,9,0.1314555788,128.3153735,1.293916605,0
2018p357413,,2018-05-13T05:50:06.632Z,2018-05-13T05:51:30.351Z,176.0139597,-37.863986,2.152373621,9.921875,M,,NonLinLoc,,automatic,nz3drx,21,21,12,0.05914862912,66.36598411,0.2387227182,0
2018p357341,,2018-05-13T05:11:31.469Z,2018-05-13T05:13:37.535Z,176.1853075,-39.04200472,2.541178746,5.9375,M,,NonLinLoc,,automatic,nz3drx,13,13,10,0.4090607415,239.4329692,0.98721044,0
2018p357339,earthquake,2018-05-13T05:10:44.178Z,2018-05-13T05:31:37.696Z,174.4412079,-41.45840454,3.935731257,10.6426096,M,,LOCSAT,confirmed,manual,iasp91,24,17,13,0.2771884501,109.8140411,0.2993889149,0
2018p357273,,2018-05-13T04:35:32.545Z,2018-05-13T04:37:35.273Z,176.7983001,-38.0974623,1.993272644,111.875,M,,NonLinLoc,,automatic,nz3drx,18,18,7,0.2893984775,215.7303753,1.2266313,0
2018p357260,,2018-05-13T04:28:28.171Z,2018-05-13T04:30:50.039Z,175.3933785,-39.12704987,0.8761742323,9.921875,M,,NonLinLoc,,automatic,nz3drx,19,19,6,0.06538885245,170.0912286,0.5375805973,0
2018p357226,earthquake,2018-05-13T04:10:13.479Z,2018-05-17T22:16:37.802Z,167.3269501,-45.273983,3.093833813,76.40467834,M,,LOCSAT,confirmed,manual,iasp91,29,18,3,0.2265538424,182.9312439,0.7488438357,0
2018p357092,,2018-05-13T02:59:08.633Z,2018-05-13T03:01:10.880Z,176.781745,-38.47025591,1.902315448,130.625,M,,NonLinLoc,,automatic,nz3drx,16,16,12,0.01168661738,93.51534398,1.771795838,0
2018p357059,,2018-05-13T02:41:03.983Z,2018-05-13T02:42:40.564Z,177.1102861,-39.57759231,1.871209765,18.359375,M,,NonLinLoc,,automatic,nz3drx,17,17,9,0.0873805177,198.6913812,0.3396070784,0
2018p357000,,2018-05-13T02:09:54.071Z,2018-05-13T02:11:30.414Z,177.847969,-38.56883107,2.218527636,18.828125,M,,NonLinLoc,,automatic,nz3drx,21,21,13,0.1558042378,104.8375464,0.4821679766,0
2018p356975,,2018-05-13T01:56:46.639Z,2018-05-13T01:58:09.300Z,176.1182937,-40.97109658,1.722100686,12.734375,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.0896511938,185.3299454,0.5257299596,0
2018p356957,,2018-05-13T01:47:10.510Z,2018-05-13T01:48:28.046Z,177.7278608,-39.12403,1.875478299,17.65625,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.1072376984,169.5937893,0.1759564372,0
2018p356926,,2018-05-13T01:30:17.748Z,2018-05-13T01:31:49.074Z,177.8140622,-38.55279802,1.803149635,16.953125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.1605197908,96.9619595,0.2090922421,0
2018p356867,earthquake,2018-05-13T00:58:51.707Z,2018-05-17T22:13:09.815Z,174.3196259,-39.63598251,2.647296169,107.6117554,M,,LOCSAT,confirmed,manual,iasp91,46,35,14,0.1869343668,85.78401947,0.4444615033,0
2018p356852,,2018-05-13T00:50:58.536Z,2018-05-13T00:53:18.224Z,175.9003323,-38.64653026,2.385987632,125.9375,M,,NonLinLoc,,automatic,nz3drx,47,47,17,0.4191805256,77.16165909,1.184591374,0
2018p356830,,2018-05-13T00:39:14.295Z,2018-05-13T00:40:49.133Z,174.2668053,-41.59677698,1.490323765,15.078125,M,,NonLinLoc,,automatic,nz3drx,13,13,3,0.1594293542,107.1474897,0.2646018862,0
2018p356806,earthquake,2018-05-13T00:26:53.472Z,2018-05-17T22:06:52.015Z,174.1860809,-39.7765274,2.309351053,194.4707031,M,,LOCSAT,confirmed,manual,iasp91,27,14,1,1.0438236,253.2665024,0.5198470406,0
2018p356721,,2018-05-12T23:40:58.860Z,2018-05-12T23:43:05.700Z,174.2360723,-41.63758026,2.056658613,16.953125,M,,NonLinLoc,,automatic,nz3drx,20,20,6,0.1145346416,104.0787647,0.472369465,0
2018p356712,,2018-05-12T23:36:10.088Z,2018-05-12T23:37:57.079Z,176.9649102,-37.51769146,2.006367041,17.65625,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1775501817,227.6355916,0.7487422279,0
2018p356707,,2018-05-12T23:33:49.794Z,2018-05-12T23:36:28.649Z,177.0650612,-38.01239211,2.393244107,149.375,M,,NonLinLoc,,automatic,nz3drx,23,23,7,0.2498306445,215.1633924,1.849426814,0
2018p356672,,2018-05-12T23:14:54.887Z,2018-05-12T23:17:03.482Z,176.9195077,-39.65513478,2.354507426,26.328125,M,,NonLinLoc,,automatic,nz3drx,35,35,20,0.1211068503,96.86609096,0.549951032,0
2018p356645,,2018-05-12T23:00:39.012Z,2018-05-12T23:02:15.163Z,174.3055295,-41.64796263,2.229692236,19.765625,M,,NonLinLoc,,automatic,nz3drx,21,21,8,0.124205158,130.3902093,0.388206958,0
2018p356626,,2018-05-12T22:50:42.657Z,2018-05-12T22:53:01.393Z,175.9814109,-38.85907154,2.204502599,108.125,M,,NonLinLoc,,automatic,nz3drx,21,21,4,0.4937440066,209.2867957,1.367838819,0
2018p356609,,2018-05-12T22:41:30.669Z,2018-05-12T22:43:45.752Z,175.4833121,-41.086476,2.523233361,27.03125,M,,NonLinLoc,,automatic,nz3drx,33,33,19,0.07396715493,61.13911437,0.497083418,0
2018p356580,,2018-05-12T22:26:37.672Z,2018-05-12T22:28:55.839Z,177.6574743,-37.57424835,2.53954562,67.8125,M,,NonLinLoc,,automatic,nz3drx,27,27,14,0.2029578087,173.9694341,1.360047212,0
2018p356536,earthquake,2018-05-12T22:02:44.178Z,2018-05-13T20:31:34.844Z,177.7952728,-39.25733185,3.438839515,37.77748489,M,,LOCSAT,confirmed,manual,iasp91,40,27,19,0.1359519511,182.9995537,0.385981236,0
2018p356416,,2018-05-12T20:58:41.152Z,2018-05-12T21:00:02.341Z,176.8696555,-39.70111948,2.060506047,35.46875,M,,NonLinLoc,,automatic,nz3drx,19,19,9,0.09476514624,103.8538456,0.4918143762,0
2018p356381,earthquake,2018-05-12T20:40:01.622Z,2018-05-12T20:52:04.719Z,174.1387482,-41.68145752,4.180682326,11.52509975,M,,LOCSAT,confirmed,manual,iasp91,31,21,17,0.0878406167,70.88172913,0.5286208948,0
2018p356362,,2018-05-12T20:30:09.756Z,2018-05-12T20:31:39.652Z,176.7476888,-39.88574541,1.542939854,28.4375,M,,NonLinLoc,,automatic,nz3drx,11,11,5,0.1361634655,99.18025044,0.2559178612,0
2018p356333,,2018-05-12T20:14:19.717Z,2018-05-12T20:15:31.861Z,178.3531827,-37.67417269,1.745826367,12.96875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.1144602885,180.1428301,0.2509394715,0
2018p356327,earthquake,2018-05-12T20:11:09.918Z,2018-05-17T21:42:21.127Z,173.5470734,-42.28474045,2.621458063,14.92024994,M,,LOCSAT,confirmed,manual,iasp91,34,26,12,0.1312939674,91.5956459,0.8383808338,0
2018p356252,,2018-05-12T19:31:14.392Z,2018-05-12T19:32:31.744Z,175.8563486,-40.61657064,1.836853345,25.390625,M,,NonLinLoc,,automatic,nz3drx,18,18,10,0.1074598805,87.06734846,0.3518060249,0
2018p356218,,2018-05-12T19:13:21.120Z,2018-05-12T19:15:24.968Z,174.2626394,-41.52074847,1.724277347,28.90625,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.2332998068,95.91584188,0.6720012991,0
2018p356155,,2018-05-12T18:39:25.497Z,2018-05-12T18:41:34.460Z,173.0218474,-42.27206197,2.453951216,27.03125,M,,NonLinLoc,,automatic,nz3drx,15,15,5,0.4079133954,72.88571498,0.4979739775,0
2018p356010,,2018-05-12T17:22:18.949Z,2018-05-12T17:24:45.003Z,173.2073702,-41.56811039,1.94920491,9.6875,M,,NonLinLoc,,automatic,nz3drx,14,14,5,0.2991577436,67.61573811,0.6401520546,0
2018p355909,earthquake,2018-05-12T16:28:36.615Z,2018-05-17T21:40:54.022Z,174.5007782,-37.85586929,2.573706513,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,57,41,19,0.7025780082,157.0210571,0.5538724601,0
2018p355906,,2018-05-12T16:27:10.147Z,2018-05-12T16:29:29.771Z,178.2070931,-38.94876128,2.261946479,34.53125,M,,NonLinLoc,,automatic,nz3drx,30,30,14,0.2518807507,216.699524,0.6048435782,0
2018p355897,,2018-05-12T16:22:14.414Z,2018-05-12T16:24:27.036Z,178.2250842,-37.54027717,2.014037422,7.34375,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.06713795817,230.6805779,0.4422538246,0
2018p355866,,2018-05-12T16:06:10.516Z,2018-05-12T16:07:53.479Z,177.5556411,-37.78433163,1.348524186,50.9375,M,,NonLinLoc,,automatic,nz3drx,12,12,2,0.1832813315,223.1362729,0.7071182432,0
2018p355834,,2018-05-12T15:48:47.686Z,2018-05-12T15:50:48.522Z,174.292124,-41.63422281,1.786171427,15.546875,M,,NonLinLoc,,automatic,nz3drx,17,17,6,0.1310113629,122.2832964,0.4700961929,0
2018p355721,,2018-05-12T14:48:08.710Z,2018-05-12T14:50:34.328Z,170.8146243,-43.29467219,2.225925852,5.234375,M,,NonLinLoc,,automatic,nz3drx,16,16,6,0.2273588806,77.51695803,1.040122706,0
2018p355707,,2018-05-12T14:41:26.534Z,2018-05-12T14:43:49.937Z,177.7965549,-37.70518305,2.47964342,62.1875,M,,NonLinLoc,,automatic,nz3drx,37,37,19,0.05262139891,212.3416244,1.752457479,0
2018p355692,,2018-05-12T14:32:52.001Z,2018-05-12T14:33:57.400Z,178.4101792,-37.75755014,1.594687711,28.4375,M,,NonLinLoc,,automatic,nz3drx,10,10,3,0.06153827755,269.6025271,0.8189972445,0
2018p355531,,2018-05-12T13:06:52.027Z,2018-05-12T13:09:27.167Z,176.0364864,-38.59402897,2.502592152,134.375,M,,NonLinLoc,,automatic,nz3drx,42,42,12,0.3749648935,62.48211103,1.543056366,0
2018p355499,,2018-05-12T12:49:54.373Z,2018-05-12T12:51:35.671Z,174.2456169,-41.76047891,1.984160102,17.65625,M,,NonLinLoc,,automatic,nz3drx,21,21,6,0.02539874357,140.8634043,0.4465306512,0
2018p355490,,2018-05-12T12:45:26.062Z,2018-05-12T12:47:34.005Z,174.0354704,-40.17429612,2.077183607,93.125,M,,NonLinLoc,,automatic,nz3drx,11,11,2,0.6359676087,170.1881266,1.191524196,0
2018p355475,,2018-05-12T12:37:08.275Z,2018-05-12T12:39:25.003Z,173.855065,-42.32634517,2.493839664,27.03125,M,,NonLinLoc,,automatic,nz3drx,15,15,7,0.2507641613,171.8397468,0.6960437447,0
2018p355452,,2018-05-12T12:25:08.674Z,2018-05-12T12:27:43.850Z,173.8478785,-40.93454215,2.259579824,55.15625,M,,NonLinLoc,,automatic,nz3drx,23,23,8,0.1428147248,99.64125912,0.6103294919,0
2018p355440,earthquake,2018-05-12T12:18:37.015Z,2018-05-17T21:30:16.667Z,177.7697601,-36.97972488,2.994188,133.4221954,M,,LOCSAT,confirmed,manual,iasp91,54,42,19,0.7221739292,229.4244232,0.6558592524,0
2018p355423,,2018-05-12T12:09:30.874Z,2018-05-12T12:11:25.196Z,176.2707051,-40.2155627,1.374211019,24.921875,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.1187998249,73.36564771,0.1336750227,0
2018p355410,earthquake,2018-05-12T12:02:35.304Z,2018-05-17T21:19:50.027Z,177.6723328,-38.15284348,3.099523991,57.77004623,M,,LOCSAT,confirmed,manual,iasp91,56,42,31,0.1874513328,63.16035545,1.358746358,0
2018p355391,,2018-05-12T11:52:39.965Z,2018-05-12T11:53:57.724Z,175.6252257,-40.98064107,1.370683474,22.34375,M,,NonLinLoc,,automatic,nz3drx,12,12,7,0.1148186091,73.45885481,0.2809359215,0
2018p355310,,2018-05-12T11:09:22.256Z,2018-05-12T11:11:10.947Z,172.2544666,-42.96271795,2.252863051,15.3125,M,,NonLinLoc,,automatic,nz3drx,14,14,6,0.1796923551,71.62704878,0.6340538141,0
2018p355283,,2018-05-12T10:55:19.194Z,2018-05-12T10:57:08.427Z,175.0470637,-40.05958979,2.073953254,34.53125,M,,NonLinLoc,,automatic,nz3drx,16,16,5,0.3058577552,123.4305614,0.5174255922,0
2018p355148,,2018-05-12T09:43:13.939Z,2018-05-12T09:45:07.909Z,174.1042084,-41.67291166,1.699876288,20.46875,M,,NonLinLoc,,automatic,nz3drx,10,10,4,0.1122181195,76.00286214,0.4496251584,0
2018p355144,earthquake,2018-05-12T09:40:45.161Z,2018-05-17T21:17:30.708Z,176.39328,-40.31878281,2.749328298,24.11694908,M,,LOCSAT,confirmed,manual,iasp91,32,24,19,0.1540365368,81.82727814,0.5094571703,0
2018p355132,,2018-05-12T09:34:30.071Z,2018-05-12T09:35:31.653Z,175.6113797,-40.87269171,1.345092419,18.359375,M,,NonLinLoc,,automatic,nz3drx,10,10,6,0.07821455895,83.73324343,0.1510692601,0
2018p355000,,2018-05-12T08:24:17.624Z,2018-05-12T08:25:39.106Z,177.1147477,-39.41860253,1.723951955,24.21875,M,,NonLinLoc,,automatic,nz3drx,11,11,1,0.1771159441,190.4604371,0.4361358256,0
2018p354931,,2018-05-12T07:47:40.320Z,2018-05-12T07:49:25.893Z,178.3482292,-37.52912105,1.90847131,19.0625,M,,NonLinLoc,,automatic,nz3drx,10,10,5,0.04972768356,289.1556399,0.5875785621,0
2018p354907,,2018-05-12T07:35:01.861Z,2018-05-12T07:36:17.630Z,170.9004066,-43.17098025,1.733193585,15.3125,M,,NonLinLoc,,automatic,nz3drx,10,10,2,0.1543773064,120.7755376,0.7325001757,0
2018p354881,,2018-05-12T07:20:45.854Z,2018-05-12T07:23:11.663Z,173.6201015,-42.31283722,2.196424639,19.53125,M,,NonLinLoc,,automatic,nz3drx,18,18,3,0.1196351223,156.1877976,0.6790434134,0
2018p354868,,2018-05-12T07:13:41.326Z,2018-05-12T07:15:38.609Z,176.5344457,-40.31513796,1.587781057,12.734375,M,,NonLinLoc,,automatic,nz3drx,18,18,6,0.09158376406,140.1361372,0.4290082439,0
2018p354843,,2018-05-12T07:00:26.761Z,2018-05-12T07:02:19.593Z,176.5420966,-40.32786664,2.310033113,13.90625,M,,NonLinLoc,,automatic,nz3drx,35,35,21,0.09454177314,152.0849109,0.6560703369,0
2018p354790,,2018-05-12T06:32:11.187Z,2018-05-12T06:34:18.726Z,177.2560165,-39.35041176,2.142266615,23.046875,M,,NonLinLoc,,automatic,nz3drx,21,21,12,0.2156302131,172.8251384,0.3243506747,0
2018p354762,,2018-05-12T06:17:41.143Z,2018-05-12T06:19:09.099Z,177.7430765,-39.12032899,2.236931248,18.828125,M,,NonLinLoc,,automatic,nz3drx,23,23,10,0.1086762024,120.9238491,0.3532015398,0
2018p354752,,2018-05-12T06:11:55.166Z,2018-05-12T06:13:42.175Z,172.8921671,-42.66558125,2.401521168,19.53125,M,,NonLinLoc,,automatic,nz3drx,16,16,1,0.319466895,98.44336262,0.4946968254,0
2018p354700,,2018-05-12T05:44:50.101Z,2018-05-12T05:46:50.992Z,175.7249549,-38.96959909,2.370922642,5.46875,M,,NonLinLoc,,automatic,nz3drx,11,11,6,0.02454399018,150.353573,0.7939681255,0
